timestamp,location_id,rainfall_mm,humidity,pressure,radar_dbz,satellite_precip,rain_last_5min,rain_last_15min,pressure_drop_15min,humidity_change,forecast_30min,cloudburst,temp_err,hum_err,press_err,rain_err,wind_err,any_error
2024-07-01 00:10:00,loc_7,0.4,54.3,,17.9,0.4,5.6,14.0,0.0,0.0,1.7,0,False,False,True,False,False,True
2024-07-01 00:11:00,loc_8,1.9,52.7,,16.5,1.0,6.9,16.0,0.0,0.0,1.2,0,False,False,True,False,False,True
2024-07-01 00:11:00,loc_6,2.8,50.7,,12.0,0.2,9.3,24.0,0.0,0.0,1.4,0,False,False,True,False,False,True
2024-07-01 00:11:00,loc_7,2.4,52.3,,9.2,1.0,7.3,16.4,0.0,0.0,1.3,0,False,False,True,False,False,True
2024-07-01 00:11:00,loc_2,2.7,63.1,,5.7,1.0,9.8,18.6,0.0,0.0,1.4,0,False,False,True,False,False,True
2024-07-01 00:12:00,loc_3,2.2,61.3,,12.9,0.5,5.6,15.1,0.0,0.0,1.1,0,False,False,True,False,False,True
2024-07-01 00:12:00,loc_8,1.9,54.7,,8.9,0.3,8.3,17.9,0.0,0.0,1.4,0,False,False,True,False,False,True
2024-07-01 00:12:00,loc_7,2.7,51.6,,7.3,0.4,8.7,19.1,0.0,0.0,1.7,0,False,False,True,False,False,True
2024-07-01 00:13:00,loc_8,0.1,55.1,,15.8,0.4,6.4,18.0,0.0,0.0,1.6,0,False,False,True,False,False,True
2024-07-01 00:13:00,loc_7,1.7,50.4,,16.7,0.1,9.1,20.9,0.0,0.0,1.4,0,False,False,True,False,False,True
2024-07-01 00:13:00,loc_6,2.2,52.9,,14.3,1.0,9.1,27.1,0.0,0.0,2.1,0,False,False,True,False,False,True
2024-07-01 00:14:00,loc_6,1.3,54.4,,8.1,0.1,8.2,28.5,0.0,0.0,1.6,0,False,False,True,False,False,True
2024-07-01 00:14:00,loc_2,0.6,61.0,,7.6,0.7,8.7,23.2,0.0,0.0,2.0,0,False,False,True,False,False,True
2024-07-01 00:15:00,loc_7,1.0,50.5,,12.9,0.7,10.4,23.6,0.0,-3.6,1.5,0,False,False,True,False,False,True
2024-07-01 00:15:00,loc_9,1.8,63.1,,11.3,0.4,8.5,23.4,0.0,3.8,1.3,0,False,False,True,False,False,True
2024-07-01 00:15:00,loc_5,1.8,62.1,,9.9,0.4,8.8,16.2,0.3,3.6,1.7,0,False,False,True,False,False,True
2024-07-01 00:16:00,loc_9,1.6,65.1,,17.7,0.6,8.1,24.7,0.1,7.7,1.4,0,False,False,True,False,False,True
2024-07-01 00:16:00,loc_2,2.1,64.3,,12.5,0.6,7.0,22.3,0.7,5.6,1.3,0,False,False,True,False,False,True
2024-07-01 00:16:00,loc_5,1.6,61.4,,8.2,0.6,9.8,17.0,0.3,3.7,1.1,0,False,False,True,False,False,True
2024-07-01 00:17:00,loc_8,2.5,51.6,,5.5,0.2,7.6,20.2,0.1,-2.9,2.0,0,False,False,True,False,False,True
2024-07-01 00:17:00,loc_9,0.8,63.4,,9.4,0.7,6.3,23.5,0.3,8.6,1.8,0,False,False,True,False,False,True
2024-07-01 00:18:00,loc_8,0.4,51.8,,15.0,0.6,7.9,20.2,0.1,-1.5,1.3,0,False,False,True,False,False,True
2024-07-01 00:18:00,loc_2,0.4,66.8,,18.2,0.9,4.3,22.2,0.7,8.8,1.5,0,False,False,True,False,False,True
2024-07-01 00:18:00,loc_9,2.2,63.1,,15.6,0.3,7.3,23.3,0.3,8.1,1.7,0,False,False,True,False,False,True
2024-07-01 00:18:00,loc_3,2.5,58.5,,13.5,0.0,9.9,24.6,-0.3,-1.3,1.6,0,False,False,True,False,False,True
2024-07-01 00:19:00,loc_7,0.9,55.7,,10.1,0.4,6.9,22.4,0.1,1.3,1.8,0,False,False,True,False,False,True
2024-07-01 00:19:00,loc_9,2.5,61.5,,9.7,0.8,8.8,25.0,0.3,4.8,1.6,0,False,False,True,False,False,True
2024-07-01 00:19:00,loc_3,1.4,58.5,,8.3,0.1,9.4,23.5,-0.2,-2.6,1.9,0,False,False,True,False,False,True
2024-07-01 00:20:00,loc_2,2.7,64.0,,11.6,0.3,9.0,26.2,0.7,3.9,1.5,0,False,False,True,False,False,True
2024-07-01 00:20:00,loc_9,2.4,63.4,,12.5,0.6,9.4,24.7,0.3,5.7,1.9,0,False,False,True,False,False,True
2024-07-01 00:20:00,loc_8,0.3,52.6,,15.2,0.3,3.7,17.8,0.1,0.4,1.3,0,False,False,True,False,False,True
2024-07-01 00:20:00,loc_6,2.0,50.6,,5.7,0.4,10.0,27.3,-0.1,-2.4,2.1,0,False,False,True,False,False,True
2024-07-01 00:21:00,loc_8,2.7,51.1,,16.4,0.7,6.1,20.1,0.0,0.1,1.2,0,False,False,True,False,False,True
2024-07-01 00:22:00,loc_9,2.8,63.4,,18.1,0.7,11.1,25.8,0.3,4.8,1.5,0,False,False,True,False,False,True
2024-07-01 00:22:00,loc_10,2.6,,1011.8,16.3,0.6,10.2,27.2,-0.0,11.8,2.1,0,False,True,False,False,False,True
2024-07-01 00:22:00,loc_3,2.5,60.2,,18.8,0.1,8.5,22.5,-0.2,-3.8,1.6,0,False,False,True,False,False,True
2024-07-01 00:22:00,loc_6,1.2,50.4,,7.4,0.2,8.9,25.9,-0.0,-1.2,1.3,0,False,False,True,False,False,True
2024-07-01 00:23:00,loc_3,1.5,60.8,,18.0,0.1,7.5,23.7,-0.1,-1.6,1.5,0,False,False,True,False,False,True
2024-07-01 00:23:00,loc_6,1.2,50.0,,15.7,0.4,8.3,24.9,-0.0,0.0,1.6,0,False,False,True,False,False,True
2024-07-01 00:23:00,loc_9,0.1,62.7,,9.7,0.1,9.1,25.2,0.3,1.5,1.7,0,False,False,True,False,False,True
2024-07-01 00:23:00,loc_2,2.0,66.7,,19.8,0.7,10.6,24.7,0.4,5.5,1.5,0,False,False,True,False,False,True
2024-07-01 00:23:00,loc_4,1.4,59.3,,5.4,1.0,6.9,20.7,-0.6,-3.2,0.9,0,False,False,True,False,False,True
2024-07-01 00:24:00,loc_5,2.5,,1013.2,7.9,0.3,9.8,23.9,0.3,-10.3,1.5,0,False,True,False,False,False,True
2024-07-01 00:24:00,loc_8,0.2,50.0,,16.2,0.0,6.4,19.3,0.0,-2.4,1.0,0,False,False,True,False,False,True
2024-07-01 00:24:00,loc_3,0.8,61.9,,5.1,0.8,6.9,22.2,-0.0,-1.2,1.6,0,False,False,True,False,False,True
2024-07-01 00:25:00,loc_10,1.3,,1011.8,12.1,0.7,7.9,28.2,-0.1,10.5,2.1,0,False,True,False,False,False,True
2024-07-01 00:25:00,loc_6,2.4,,1010.9,12.2,0.6,6.8,25.0,-0.2,0.4,2.0,0,False,True,False,False,False,True
2024-07-01 00:25:00,loc_8,2.8,50.8,,16.1,0.7,8.8,21.2,0.1,-0.8,1.2,0,False,False,True,False,False,True
2024-07-01 00:25:00,loc_2,2.3,66.6,,11.4,0.4,8.5,25.1,0.3,4.2,1.5,0,False,False,True,False,False,True
2024-07-01 00:25:00,loc_7,1.8,55.4,,16.0,0.6,6.3,25.4,0.2,1.1,1.5,0,False,False,True,False,False,True
2024-07-01 00:26:00,loc_9,0.1,61.9,,5.0,0.2,7.4,24.5,0.2,0.9,1.7,0,False,False,True,False,False,True
2024-07-01 00:26:00,loc_2,3.0,67.9,,7.0,0.9,10.2,25.4,0.3,4.8,1.8,0,False,False,True,False,False,True
2024-07-01 00:26:00,loc_10,2.6,,1011.8,6.4,0.2,10.0,28.4,0.0,10.2,1.8,0,False,True,False,False,False,True
2024-07-01 00:27:00,loc_6,0.0,54.1,,13.3,0.2,6.9,23.7,-0.0,1.5,1.7,0,False,False,True,False,False,True
2024-07-01 00:27:00,loc_10,1.4,,1011.9,5.8,0.8,8.8,28.2,-0.1,11.9,2.1,0,False,True,False,False,False,True
2024-07-01 00:27:00,loc_2,0.2,69.4,,18.6,0.6,8.7,24.2,0.2,8.0,1.7,0,False,False,True,False,False,True
2024-07-01 00:28:00,loc_5,0.0,51.3,,7.6,0.8,9.1,25.4,0.4,-8.9,1.6,0,False,False,True,False,False,True
2024-07-01 00:28:00,loc_10,2.2,,1011.8,18.5,0.4,8.5,27.7,0.0,13.2,1.6,0,False,True,False,False,False,True
2024-07-01 00:28:00,loc_6,1.1,,1010.8,10.3,0.2,6.8,22.6,-0.1,3.0,1.6,0,False,True,False,False,False,True
2024-07-01 00:29:00,loc_7,1.9,60.1,,8.3,0.5,8.2,22.3,0.1,8.3,1.4,0,False,False,True,False,False,True
2024-07-01 00:29:00,loc_8,1.3,52.4,,17.3,0.5,8.4,20.7,-0.1,-1.2,1.3,0,False,False,True,False,False,True
2024-07-01 00:30:00,loc_7,2.3,61.0,,15.9,0.5,8.7,23.7,-0.0,10.5,1.6,0,False,False,True,False,False,True
2024-07-01 00:30:00,loc_6,2.3,57.4,,6.4,0.3,6.6,23.5,-0.0,3.2,1.1,0,False,False,True,False,False,True
2024-07-01 00:30:00,loc_10,2.1,,1011.7,10.2,0.9,10.4,28.8,-0.0,12.9,1.4,0,False,True,False,False,False,True
2024-07-01 00:30:00,loc_2,2.9,70.7,,7.8,1.0,9.0,26.6,-0.0,7.8,1.4,0,False,False,True,False,False,True
2024-07-01 00:31:00,loc_9,2.6,63.0,,17.8,0.6,6.1,22.6,0.3,-2.1,1.3,0,False,False,True,False,False,True
2024-07-01 00:31:00,loc_6,0.3,58.2,,13.3,0.0,4.4,20.9,0.1,5.5,1.2,0,False,False,True,False,False,True
2024-07-01 00:32:00,loc_2,1.2,68.1,,7.3,0.8,9.5,27.2,-0.0,3.0,1.7,0,False,False,True,False,False,True
2024-07-01 00:32:00,loc_7,1.9,61.9,,9.8,0.9,11.3,25.6,-0.2,9.4,2.0,0,False,False,True,False,False,True
2024-07-01 00:32:00,loc_4,1.2,,1013.0,9.7,0.9,6.0,22.9,-0.2,-10.2,1.9,0,False,True,False,False,False,True
2024-07-01 00:32:00,loc_8,0.8,50.0,,6.0,0.5,6.7,20.0,-0.1,-1.6,1.6,0,False,False,True,False,False,True
2024-07-01 00:33:00,loc_8,1.5,50.8,,14.6,0.8,7.3,21.1,-0.2,-1.0,1.3,0,False,False,True,False,False,True
2024-07-01 00:33:00,loc_3,1.9,62.4,,8.2,0.1,6.8,18.7,0.2,3.9,1.0,0,False,False,True,False,False,True
2024-07-01 00:33:00,loc_2,1.1,67.8,,15.4,0.5,8.4,27.9,-0.1,1.0,1.8,0,False,False,True,False,False,True
2024-07-01 00:33:00,loc_7,0.7,64.4,,5.6,0.4,9.7,24.1,-0.2,10.6,1.5,0,False,False,True,False,False,True
2024-07-01 00:34:00,loc_8,2.5,50.3,,11.9,0.9,8.5,23.3,-0.3,-2.5,1.5,0,False,False,True,False,False,True
2024-07-01 00:34:00,loc_3,2.8,60.7,,18.8,0.5,7.3,20.1,0.1,2.3,1.4,0,False,False,True,False,False,True
2024-07-01 00:34:00,loc_6,0.3,55.9,,17.7,0.5,5.0,18.1,0.2,3.4,0.9,0,False,False,True,False,False,True
2024-07-01 00:34:00,loc_7,0.3,64.0,,11.8,0.6,8.1,23.5,-0.0,8.4,1.7,0,False,False,True,False,False,True
2024-07-01 00:34:00,loc_10,1.3,,1011.8,7.5,0.2,7.2,26.2,-0.0,9.7,1.5,0,False,True,False,False,False,True
2024-07-01 00:35:00,loc_5,0.5,52.5,,18.7,0.6,7.5,24.9,0.4,-1.8,1.7,0,False,False,True,False,False,True
2024-07-01 00:35:00,loc_3,2.6,61.3,,15.1,0.7,8.9,22.3,0.1,2.4,1.7,0,False,False,True,False,False,True
2024-07-01 00:35:00,loc_8,0.7,51.2,,18.3,0.9,7.4,23.7,-0.3,-1.4,1.5,0,False,False,True,False,False,True
2024-07-01 00:36:00,loc_10,0.4,,1011.7,8.7,0.6,7.3,26.2,-0.0,4.5,2.0,0,False,True,False,False,False,True
2024-07-01 00:36:00,loc_8,1.6,51.2,,7.9,0.4,7.1,22.6,-0.2,0.1,1.6,0,False,False,True,False,False,True
2024-07-01 00:36:00,loc_7,2.8,65.0,,17.8,0.4,7.9,24.2,-0.0,10.2,1.4,0,False,False,True,False,False,True
2024-07-01 00:37:00,loc_7,1.8,64.5,,8.1,0.6,7.8,26.0,0.1,11.5,1.9,0,False,False,True,False,False,True
2024-07-01 00:37:00,loc_4,2.5,54.5,,8.6,0.2,9.9,26.9,-0.3,-4.5,1.8,0,False,False,True,False,False,True
2024-07-01 00:37:00,loc_8,0.2,53.5,,12.7,0.8,6.5,21.0,-0.1,2.9,1.1,0,False,False,True,False,False,True
2024-07-01 00:37:00,loc_10,2.3,,1011.7,14.5,0.9,8.9,25.9,0.1,3.0,2.1,0,False,True,False,False,False,True
2024-07-01 00:37:00,loc_6,2.3,57.1,,5.6,0.5,5.4,18.0,0.1,6.8,1.0,0,False,False,True,False,False,True
2024-07-01 00:38:00,loc_10,0.9,,1011.8,17.4,0.4,7.8,24.3,-0.0,3.8,1.7,0,False,True,False,False,False,True
2024-07-01 00:38:00,loc_8,0.0,,1010.7,9.5,0.8,5.0,19.7,-0.2,4.2,1.5,0,False,True,False,False,False,True
2024-07-01 00:38:00,loc_6,2.8,55.8,,14.6,1.0,7.5,19.6,0.0,5.8,1.2,0,False,False,True,False,False,True
2024-07-01 00:38:00,loc_9,1.1,68.0,,15.1,0.7,7.1,19.6,0.1,5.3,1.6,0,False,False,True,False,False,True
2024-07-01 00:39:00,loc_3,2.9,60.7,,13.8,0.8,12.2,25.3,0.1,-1.2,1.5,0,False,False,True,False,False,True
2024-07-01 00:39:00,loc_4,1.9,,1013.3,7.3,0.8,7.5,26.0,-0.3,-4.0,1.4,0,False,True,False,False,False,True
2024-07-01 00:39:00,loc_8,1.4,52.5,,18.1,0.4,3.9,20.8,-0.3,2.5,1.6,0,False,False,True,False,False,True
2024-07-01 00:39:00,loc_2,2.6,66.8,,18.7,0.5,8.0,24.4,-0.1,-2.3,1.4,0,False,False,True,False,False,True
2024-07-01 00:40:00,loc_9,3.0,65.4,,8.0,0.8,9.3,20.5,0.1,5.4,1.6,0,False,False,True,False,False,True
2024-07-01 00:40:00,loc_8,0.7,54.7,,14.0,0.4,3.9,18.8,-0.3,3.9,1.3,0,False,False,True,False,False,True
2024-07-01 00:40:00,loc_2,2.0,67.3,,12.7,0.0,8.4,24.1,-0.2,0.7,1.5,0,False,False,True,False,False,True
2024-07-01 00:40:00,loc_7,1.6,63.5,,14.9,0.6,9.9,26.5,-0.1,8.1,1.6,0,False,False,True,False,False,True
2024-07-01 00:40:00,loc_5,0.9,,1013.0,7.8,0.5,7.1,22.8,0.2,1.1,1.3,0,False,True,False,False,False,True
2024-07-01 00:41:00,loc_10,1.5,,1011.7,12.4,0.8,5.8,22.0,0.1,7.7,1.2,0,False,True,False,False,False,True
2024-07-01 00:41:00,loc_4,1.0,,1013.3,13.6,0.5,8.6,24.2,-0.1,-5.8,1.5,0,False,True,False,False,False,True
2024-07-01 00:41:00,loc_9,1.8,66.6,,13.9,0.4,9.5,22.3,0.0,4.7,1.8,0,False,False,True,False,False,True
2024-07-01 00:42:00,loc_9,0.9,66.3,,19.2,0.2,9.1,23.0,-0.1,4.8,2.0,0,False,False,True,False,False,True
2024-07-01 00:42:00,loc_6,0.7,53.8,,19.5,0.7,8.6,19.7,0.1,-0.3,1.2,0,False,False,True,False,False,True
2024-07-01 00:42:00,loc_10,0.6,,1011.7,18.7,0.7,4.0,21.1,0.1,5.4,1.4,0,False,True,False,False,False,True
2024-07-01 00:42:00,loc_7,2.7,62.9,,15.2,0.3,8.3,27.4,-0.0,5.5,1.5,0,False,False,True,False,False,True
2024-07-01 00:43:00,loc_10,2.2,,1011.7,17.8,0.0,5.3,21.1,0.2,2.7,1.0,0,False,True,False,False,False,True
2024-07-01 00:43:00,loc_5,0.8,,,11.5,0.2,6.2,21.1,0.1,-1.3,1.1,0,False,True,True,False,False,True
2024-07-01 00:43:00,loc_8,2.2,58.2,,17.2,0.6,7.5,19.8,-0.2,5.7,1.2,0,False,False,True,False,False,True
2024-07-01 00:44:00,loc_3,2.3,60.9,,5.4,0.8,7.6,27.1,-0.1,-1.4,2.3,0,False,False,True,False,False,True
2024-07-01 00:44:00,loc_8,0.3,57.0,,14.6,0.5,6.5,18.9,-0.3,4.5,1.2,0,False,False,True,False,False,True
2024-07-01 00:44:00,loc_7,1.7,62.0,,19.6,0.1,7.6,26.3,-0.1,1.9,1.6,0,False,False,True,False,False,True
2024-07-01 00:45:00,loc_7,0.4,60.5,,6.1,0.9,6.4,24.3,-0.0,-0.5,1.3,0,False,False,True,False,False,True
2024-07-01 00:45:00,loc_2,2.8,72.4,,19.5,0.6,9.1,24.2,-0.2,1.6,1.6,0,False,False,True,False,False,True
2024-07-01 00:45:00,loc_3,0.6,60.8,,16.3,0.4,8.1,26.7,-0.1,-3.2,1.5,0,False,False,True,False,False,True
2024-07-01 00:45:00,loc_10,2.4,,1011.6,16.6,0.4,7.8,20.5,0.1,3.5,1.5,0,False,True,False,False,False,True
2024-07-01 00:45:00,loc_8,2.1,,1010.9,6.1,0.7,7.8,19.2,-0.3,2.3,1.2,0,False,True,False,False,False,True
2024-07-01 00:46:00,loc_10,0.5,,1011.7,9.3,0.4,6.9,19.9,0.1,5.8,1.1,0,False,True,False,False,False,True
2024-07-01 00:46:00,loc_3,1.4,,1014.7,13.7,0.2,6.9,27.7,-0.1,-2.2,1.9,0,False,True,False,False,False,True
2024-07-01 00:46:00,loc_2,1.7,73.4,,14.8,0.3,8.1,23.4,-0.0,3.3,1.9,0,False,False,True,False,False,True
2024-07-01 00:47:00,loc_5,1.8,,1013.0,16.4,0.5,7.8,20.1,-0.1,-1.6,1.7,0,False,True,False,False,False,True
2024-07-01 00:47:00,loc_8,0.7,54.1,,18.3,0.1,5.8,17.7,-0.4,4.1,1.0,0,False,False,True,False,False,True
2024-07-01 00:47:00,loc_3,0.1,60.2,,6.6,0.6,5.9,26.6,-0.0,-2.3,1.5,0,False,False,True,False,False,True
2024-07-01 00:47:00,loc_1,1.7,51.1,,7.0,0.3,5.7,22.9,0.2,-6.2,1.1,0,False,False,True,False,False,True
2024-07-01 00:48:00,loc_10,2.8,,1011.6,9.3,0.8,7.5,20.6,0.2,4.8,1.0,0,False,True,False,False,False,True
2024-07-01 00:48:00,loc_1,0.3,,1011.7,18.4,0.8,5.3,22.3,0.1,-7.8,1.0,0,False,True,False,False,False,True
2024-07-01 00:49:00,loc_10,2.1,,1011.7,11.5,1.0,8.5,21.4,0.1,2.1,1.1,0,False,True,False,False,False,True
2024-07-01 00:49:00,loc_9,2.9,67.8,,5.3,0.2,7.5,24.9,-0.1,1.4,1.4,0,False,False,True,False,False,True
2024-07-01 00:49:00,loc_8,25.0,,,46.4,5.0,75.2,85.5,1.9,38.0,7.8,1,False,True,True,False,False,True
2024-07-01 00:49:00,loc_3,0.3,,,14.2,0.2,2.8,22.6,0.0,-3.1,1.0,0,False,True,True,False,False,True
2024-07-01 00:50:00,loc_9,2.1,67.7,,10.3,0.2,7.7,24.0,-0.3,0.3,1.4,0,False,False,True,False,False,True
2024-07-01 00:50:00,loc_2,0.1,,,19.1,0.9,5.0,22.5,0.1,11.8,1.5,0,False,True,True,False,False,True
2024-07-01 00:50:00,loc_7,2.1,59.2,,13.7,0.2,5.5,21.9,0.0,-4.9,1.2,0,False,False,True,False,False,True
2024-07-01 00:50:00,loc_6,1.9,57.2,,17.2,0.6,10.3,27.2,0.1,1.3,1.4,0,False,False,True,False,False,True
2024-07-01 00:50:00,loc_10,1.0,,1011.7,5.2,1.0,7.0,19.6,-0.0,3.6,1.9,0,False,True,False,False,False,True
2024-07-01 00:50:00,loc_8,20.4,88.7,,38.9,7.2,93.5,105.3,2.8,37.4,8.7,1,False,False,True,False,False,True
2024-07-01 00:50:00,loc_4,0.4,,,6.9,0.3,7.7,20.3,-0.1,-4.4,1.1,0,False,True,True,False,False,True
2024-07-01 00:51:00,loc_2,0.4,,,12.5,0.8,3.8,22.6,0.1,12.3,1.3,0,False,True,True,False,False,True
2024-07-01 00:51:00,loc_1,0.4,,1011.9,7.4,0.1,3.7,17.5,-0.0,-4.0,0.7,0,False,True,False,False,False,True
2024-07-01 00:51:00,loc_9,0.2,69.4,,7.6,0.7,7.6,22.7,-0.3,0.3,1.4,0,False,False,True,False,False,True
2024-07-01 00:51:00,loc_8,38.1,,,53.9,4.8,131.1,141.8,3.6,42.7,11.9,1,False,True,True,False,False,True
2024-07-01 00:51:00,loc_7,2.5,,,7.1,1.0,7.9,21.6,0.1,-3.8,1.7,0,False,True,True,False,False,True
2024-07-01 00:51:00,loc_10,1.6,,1011.6,11.6,0.3,8.1,20.7,0.1,3.1,1.5,0,False,True,False,False,False,True
2024-07-01 00:52:00,loc_7,1.8,61.4,,14.8,0.2,7.6,21.6,-0.1,-3.1,1.4,0,False,False,True,False,False,True
2024-07-01 00:52:00,loc_3,2.6,,,17.9,0.6,4.0,19.2,-0.1,-6.0,1.0,0,False,True,True,False,False,True
2024-07-01 00:52:00,loc_6,1.4,56.1,,13.7,0.6,10.5,26.1,-0.0,-1.1,1.5,0,False,False,True,False,False,True
2024-07-01 00:52:00,loc_8,42.9,,,42.3,3.0,173.3,184.5,4.3,42.3,21.0,1,False,True,True,False,False,True
2024-07-01 00:52:00,loc_5,1.1,,,13.9,0.2,6.2,20.6,0.0,-2.1,1.2,0,False,True,True,False,False,True
2024-07-01 00:53:00,loc_2,0.4,,,17.9,0.7,2.5,20.6,0.3,12.6,1.3,0,False,True,True,False,False,True
2024-07-01 00:53:00,loc_6,0.9,,1010.8,18.6,0.8,8.5,24.2,0.0,0.7,1.5,0,False,True,False,False,False,True
2024-07-01 00:53:00,loc_8,37.7,,,46.0,6.4,164.1,222.2,5.8,36.6,24.0,0,False,True,True,False,False,True
2024-07-01 00:53:00,loc_1,1.2,,,14.0,0.1,4.9,15.4,0.1,-2.6,1.1,0,False,True,True,False,False,True
2024-07-01 00:53:00,loc_10,1.2,,1011.7,7.4,0.7,6.0,18.8,0.0,-1.8,1.7,0,False,True,False,False,False,True
2024-07-01 00:54:00,loc_8,39.9,,,52.6,6.0,179.0,260.7,6.8,44.2,28.7,0,False,True,True,False,False,True
2024-07-01 00:54:00,loc_5,2.4,,,19.3,0.7,5.7,19.5,0.1,-1.8,1.5,0,False,True,True,False,False,True
2024-07-01 00:54:00,loc_2,0.6,,,19.6,0.6,2.5,18.6,0.2,10.8,0.9,0,False,True,True,False,False,True
2024-07-01 00:54:00,loc_3,1.1,,,14.5,0.3,6.9,17.3,-0.1,-6.5,0.8,0,False,True,True,False,False,True
2024-07-01 00:54:00,loc_6,0.5,57.5,,10.5,0.7,6.3,23.4,0.1,3.2,1.6,0,False,False,True,False,False,True
2024-07-01 00:54:00,loc_10,0.6,,1011.7,13.5,0.6,4.5,18.7,0.1,-3.9,1.0,0,False,True,False,False,False,True
2024-07-01 00:54:00,loc_4,2.9,,1013.2,20.2,0.8,8.2,21.8,0.1,-2.2,1.7,0,False,True,False,False,False,True
