timestamp,location_id,rainfall_mm,humidity,pressure,radar_dbz,satellite_precip,rain_last_5min,rain_last_15min,pressure_drop_15min,humidity_change,forecast_30min,cloudburst,rain_5,rain_15,pressure_prev_15,pressure_drop_15,humidity_prev_15,humidity_change_15
2024-07-01 00:05:00,loc_3,1.1,63.4,1014.6,11.4,0.6,4.5,5.0,0.0,0.0,1.1,0,58.5,75.4,1014.7,0.10000000000002274,61.0,2.3999999999999986
2024-07-01 00:05:00,loc_4,1.5,65.1,1012.6,18.7,0.3,7.8,9.2,0.0,0.0,1.3,0,60.0,76.9,1014.6,2.0,56.8,8.299999999999997
2024-07-01 00:05:00,loc_8,0.2,52.2,1010.6,9.2,0.2,6.3,8.7,0.0,0.0,0.1,0,60.2,77.1,1010.6,0.0,54.8,-2.5999999999999943
2024-07-01 00:05:00,loc_5,0.8,60.8,1013.6,9.0,0.1,2.6,4.8,0.0,0.0,0.7,0,61.0,77.9,1011.9,-1.7000000000000455,58.5,2.299999999999997
2024-07-01 00:05:00,loc_9,2.7,57.7,1014.5,6.1,0.6,8.2,10.9,0.0,0.0,2.7,0,63.7,80.6,1012.7,-1.7999999999999545,63.8,-6.099999999999994
2024-07-01 00:06:00,loc_4,1.1,63.6,1012.6,17.5,0.1,7.3,10.3,0.0,0.0,0.9,0,50.1,81.7,1013.8,1.1999999999999318,59.8,3.8000000000000043
2024-07-01 00:06:00,loc_1,2.7,64.8,1012.1,15.7,0.8,7.0,8.8,0.0,0.0,2.0,0,52.8,84.4,1010.6,-1.5,52.8,12.0
2024-07-01 00:06:00,loc_3,2.8,63.9,1014.6,14.2,0.9,7.0,7.8,0.0,0.0,2.9,0,55.6,87.2,1014.5,-0.10000000000002274,54.3,9.600000000000001
2024-07-01 00:06:00,loc_7,0.7,54.2,1014.5,14.2,0.5,5.7,9.1,0.0,0.0,0.8,0,56.3,87.9,1012.1,-2.3999999999999773,62.7,-8.5
2024-07-01 00:06:00,loc_8,0.4,51.0,1010.5,10.7,0.6,4.5,9.1,0.0,0.0,0.3,0,56.699999999999996,88.3,1010.3,-0.20000000000004547,58.0,-7.0
2024-07-01 00:06:00,loc_2,2.5,58.8,1010.3,11.2,0.3,5.5,8.8,0.0,0.0,2.5,0,59.2,90.8,1012.2,1.900000000000091,64.4,-5.6000000000000085
2024-07-01 00:06:00,loc_6,2.8,51.8,1010.7,7.6,0.1,9.3,14.7,0.0,0.0,2.9,0,62.0,93.6,1011.9,1.1999999999999318,60.3,-8.5
2024-07-01 00:06:00,loc_5,1.7,61.2,1013.5,18.3,0.5,3.4,6.5,0.0,0.0,2.1,0,63.699999999999996,95.3,1014.5,1.0,53.6,7.600000000000001
2024-07-01 00:06:00,loc_10,1.6,62.2,1011.9,19.2,0.7,7.6,10.9,0.0,0.0,1.8,0,65.3,96.9,1010.2,-1.6999999999999318,60.1,2.1000000000000014
2024-07-01 00:06:00,loc_9,1.3,57.7,1014.4,9.7,0.7,9.1,12.1,0.0,0.0,1.2,0,66.6,98.2,1010.7,-3.699999999999932,53.0,4.700000000000003
2024-07-01 00:07:00,loc_10,0.4,62.0,1011.7,16.6,1.0,6.1,11.3,0.0,0.0,0.4,0,55.4,98.6,1014.6,2.8999999999999773,63.4,-1.3999999999999986
2024-07-01 00:07:00,loc_9,1.6,58.5,1014.5,13.2,0.1,8.7,13.7,0.0,0.0,1.4,0,57.0,100.2,1012.6,-1.8999999999999773,65.1,-6.599999999999994
2024-07-01 00:07:00,loc_3,1.7,64.0,1014.5,7.2,0.2,8.4,9.5,0.0,0.0,1.5,0,58.699999999999996,101.9,1010.6,-3.8999999999999773,52.2,11.799999999999997
2024-07-01 00:07:00,loc_8,0.5,52.2,1010.6,19.5,0.3,4.3,9.6,0.0,0.0,0.6,0,59.199999999999996,102.4,1013.6,3.0,60.8,-8.599999999999994
2024-07-01 00:07:00,loc_2,1.7,60.5,1010.1,5.8,0.9,7.2,10.6,0.0,0.0,2.1,0,60.9,104.1,1014.5,4.399999999999977,57.7,2.799999999999997
2024-07-01 00:07:00,loc_5,0.4,61.5,1013.6,8.0,0.0,3.3,6.9,0.0,0.0,0.3,0,61.3,104.5,1012.6,-1.0,63.6,-2.1000000000000014
2024-07-01 00:07:00,loc_6,1.1,51.5,1010.8,6.5,0.7,9.1,15.8,0.0,0.0,1.0,0,62.4,105.6,1012.1,1.3000000000000682,64.8,-13.299999999999997
2024-07-01 00:07:00,loc_4,2.6,63.6,1012.5,15.9,0.7,7.1,12.9,0.0,0.0,2.7,0,65.0,108.2,1014.6,2.1000000000000227,63.9,-0.29999999999999716
2024-07-01 00:07:00,loc_1,1.0,64.3,1012.1,8.5,0.4,7.9,9.8,0.0,0.0,1.2,0,66.0,109.2,1014.5,2.3999999999999773,54.2,10.099999999999994
2024-07-01 00:07:00,loc_7,1.3,54.1,1014.6,13.0,0.3,5.0,10.4,0.0,0.0,1.3,0,67.3,110.5,1010.5,-4.100000000000023,51.0,3.1000000000000014
2024-07-01 00:08:00,loc_1,2.5,62.7,1012.2,12.8,0.8,9.4,12.3,0.0,0.0,3.0,0,59.8,113.0,1010.3,-1.900000000000091,58.8,3.9000000000000057
2024-07-01 00:08:00,loc_6,2.3,50.0,1010.8,9.2,0.3,8.4,18.0,0.0,0.0,2.1,0,62.099999999999994,115.3,1010.7,-0.09999999999990905,51.8,-1.7999999999999972
2024-07-01 00:08:00,loc_7,1.4,56.3,1014.6,10.3,0.8,5.9,11.8,0.0,0.0,1.3,0,63.5,116.7,1013.5,-1.1000000000000227,61.2,-4.900000000000006
2024-07-01 00:08:00,loc_4,2.5,62.4,1012.4,14.0,0.3,8.8,15.4,0.0,0.0,2.6,0,66.0,119.2,1011.9,-0.5,62.2,0.19999999999999574
2024-07-01 00:08:00,loc_5,2.1,61.0,1013.6,5.3,0.1,5.1,9.0,0.0,0.0,1.9,0,68.1,121.3,1014.4,0.7999999999999545,57.7,3.299999999999997
2024-07-01 00:08:00,loc_2,2.1,61.2,1010.0,5.5,0.9,8.0,12.7,0.0,0.0,2.4,0,70.2,123.4,1011.7,1.7000000000000455,62.0,-0.7999999999999972
2024-07-01 00:08:00,loc_10,1.5,62.1,1011.6,9.9,0.6,7.5,12.8,0.0,0.0,1.5,0,71.7,124.9,1014.5,2.8999999999999773,58.5,3.6000000000000014
2024-07-01 00:08:00,loc_3,0.3,62.4,1014.6,18.5,0.8,8.4,9.8,0.0,0.0,0.3,0,72.0,125.2,1014.5,-0.10000000000002274,64.0,-1.6000000000000014
2024-07-01 00:08:00,loc_8,2.0,51.0,1010.5,12.1,0.4,5.9,11.6,0.0,0.0,1.9,0,74.0,127.2,1010.6,0.10000000000002274,52.2,-1.2000000000000028
2024-07-01 00:08:00,loc_9,0.8,61.2,1014.5,16.7,0.7,7.2,14.5,0.0,0.0,1.0,0,74.8,128.0,1010.1,-4.399999999999977,60.5,0.7000000000000028
2024-07-01 00:09:00,loc_5,0.3,62.0,1013.5,17.2,0.9,5.3,9.3,0.0,0.0,0.9,0,61.400000000000006,128.3,1013.6,0.10000000000002274,61.5,0.5
2024-07-01 00:09:00,loc_2,1.8,61.8,1010.0,18.6,0.1,9.7,14.5,0.0,0.0,1.6,0,63.2,130.1,1010.8,0.7999999999999545,51.5,10.299999999999997
2024-07-01 00:09:00,loc_3,2.3,63.1,1014.7,8.4,0.3,8.2,12.1,0.0,0.0,1.2,0,65.5,132.4,1012.5,-2.2000000000000455,63.6,-0.5
2024-07-01 00:09:00,loc_8,1.7,52.4,1010.5,18.8,0.2,4.8,13.3,0.0,0.0,1.3,0,67.2,134.1,1012.1,1.6000000000000227,64.3,-11.899999999999999
2024-07-01 00:09:00,loc_9,0.5,59.4,1014.4,6.6,0.1,6.8,15.0,0.0,0.0,1.3,0,67.7,134.6,1014.6,0.20000000000004547,54.1,5.299999999999997
2024-07-01 00:09:00,loc_6,2.2,50.5,1010.8,18.5,0.7,9.0,20.3,0.0,0.0,1.8,0,69.9,136.8,1012.2,1.400000000000091,62.7,-12.200000000000003
2024-07-01 00:09:00,loc_4,1.9,63.4,1012.6,18.8,0.1,9.5,17.3,0.0,0.0,1.8,0,71.8,138.7,1010.8,-1.8000000000000682,50.0,13.399999999999999
2024-07-01 00:09:00,loc_10,1.7,62.6,1011.7,12.0,0.8,8.1,14.5,0.0,0.0,1.5,0,73.5,140.4,1014.6,2.8999999999999773,56.3,6.300000000000004
2024-07-01 00:09:00,loc_1,1.2,61.6,1012.1,9.9,1.0,9.4,13.5,0.0,0.0,1.5,0,74.7,141.6,1012.4,0.2999999999999545,62.4,-0.7999999999999972
2024-07-01 00:09:00,loc_7,1.8,55.4,1014.7,16.5,0.6,5.6,13.6,0.0,0.0,1.2,0,76.5,143.4,1013.6,-1.1000000000000227,61.0,-5.600000000000001
2024-07-01 00:10:00,loc_5,0.4,63.2,1013.6,18.0,0.6,4.9,9.7,0.0,0.0,0.7,0,63.199999999999996,143.8,1010.0,-3.6000000000000227,61.2,2.0
2024-07-01 00:10:00,loc_3,0.7,61.2,1014.8,9.1,0.3,7.8,12.7,0.0,0.0,1.2,0,63.9,144.5,1011.6,-3.199999999999932,62.1,-0.8999999999999986
2024-07-01 00:10:00,loc_4,2.9,63.5,1012.7,9.6,0.8,11.0,20.2,0.0,0.0,2.1,0,66.8,147.4,1014.6,1.8999999999999773,62.4,1.1000000000000014
2024-07-01 00:10:00,loc_10,0.5,63.4,1011.7,6.1,0.7,5.7,15.1,0.0,0.0,1.4,0,67.3,147.9,1010.5,-1.2000000000000455,51.0,12.399999999999999
2024-07-01 00:10:00,loc_2,1.4,62.4,1009.9,13.3,0.4,9.6,15.9,0.0,0.0,1.4,0,68.7,149.3,1014.5,4.600000000000023,61.2,1.1999999999999957
2024-07-01 00:10:00,loc_6,0.9,50.0,1010.8,12.3,0.7,9.2,21.2,0.0,0.0,1.4,0,69.6,150.2,1013.5,2.7000000000000455,62.0,-12.0
2024-07-01 00:10:00,loc_1,0.8,60.6,1012.1,12.2,0.1,8.2,14.3,0.0,0.0,1.6,0,70.4,151.0,1010.0,-2.1000000000000227,61.8,-1.1999999999999957
2024-07-01 00:10:00,loc_8,0.8,51.6,1010.6,10.6,0.1,5.4,14.1,0.0,0.0,1.3,0,71.2,151.8,1014.7,4.100000000000023,63.1,-11.5
2024-07-01 00:10:00,loc_7,0.4,54.3,1014.7,17.9,0.4,5.6,14.0,0.0,0.0,1.7,0,71.6,152.2,1010.5,-4.2000000000000455,52.4,1.8999999999999986
2024-07-01 00:10:00,loc_9,2.6,61.8,1014.4,7.2,0.8,6.7,17.6,0.0,0.0,1.4,0,74.2,154.8,1014.4,0.0,59.4,2.3999999999999986
2024-07-01 00:11:00,loc_8,1.9,52.7,1010.5,16.5,1.0,6.9,16.0,0.0,0.0,1.2,0,58.5,156.7,1010.8,0.2999999999999545,50.5,2.200000000000003
2024-07-01 00:11:00,loc_4,0.7,62.3,1012.6,7.1,0.9,10.6,20.9,0.0,0.0,1.6,0,59.199999999999996,157.4,1012.6,0.0,63.4,-1.1000000000000014
2024-07-01 00:11:00,loc_10,2.4,64.9,1011.8,5.6,0.9,6.6,17.5,0.0,0.0,1.5,0,61.599999999999994,159.8,1011.7,-0.09999999999990905,62.6,2.3000000000000043
2024-07-01 00:11:00,loc_1,0.7,60.7,1012.1,14.3,0.6,6.2,15.0,0.0,0.0,1.1,0,62.3,160.5,1012.1,0.0,61.6,-0.8999999999999986
2024-07-01 00:11:00,loc_9,2.0,61.0,1014.3,19.0,0.8,7.5,19.6,0.0,0.0,1.7,0,64.3,162.5,1014.7,0.40000000000009095,55.4,5.600000000000001
2024-07-01 00:11:00,loc_5,0.6,63.0,1013.5,12.3,0.7,3.7,10.2,0.0,0.0,0.6,0,64.89999999999999,163.1,1013.6,0.10000000000002274,63.2,-0.20000000000000284
2024-07-01 00:11:00,loc_3,0.1,61.4,1014.7,15.1,0.7,5.1,12.9,0.0,0.0,1.1,0,65.0,163.2,1014.8,0.09999999999990905,61.2,0.19999999999999574
2024-07-01 00:11:00,loc_6,2.8,50.7,1010.8,12.0,0.2,9.3,24.0,0.0,0.0,1.4,0,67.8,166.0,1012.7,1.900000000000091,63.5,-12.799999999999997
2024-07-01 00:11:00,loc_7,2.4,52.3,1014.6,9.2,1.0,7.3,16.4,0.0,0.0,1.3,0,70.2,168.4,1011.7,-2.8999999999999773,63.4,-11.100000000000001
2024-07-01 00:11:00,loc_2,2.7,63.1,1009.8,5.7,1.0,9.8,18.6,0.0,0.0,1.4,0,72.89999999999999,171.1,1009.9,0.10000000000002274,62.4,0.7000000000000028
2024-07-01 00:12:00,loc_3,2.2,61.3,1014.7,12.9,0.5,5.6,15.1,0.0,0.0,1.1,0,62.800000000000004,173.3,1010.8,-3.900000000000091,50.0,11.299999999999997
2024-07-01 00:12:00,loc_8,1.9,54.7,1010.6,8.9,0.3,8.3,17.9,0.0,0.0,1.4,0,64.7,175.2,1012.1,1.5,60.6,-5.899999999999999
2024-07-01 00:12:00,loc_10,1.6,65.0,1011.7,5.7,0.2,7.8,19.1,0.0,0.0,1.2,0,66.3,176.8,1010.6,-1.1000000000000227,51.6,13.399999999999999
2024-07-01 00:12:00,loc_9,2.5,61.6,1014.4,8.1,0.6,8.4,22.1,0.0,0.0,1.8,0,68.8,179.3,1014.7,0.3000000000000682,54.3,7.300000000000004
2024-07-01 00:12:00,loc_5,1.9,61.2,1013.5,14.1,0.8,5.3,12.1,0.0,0.0,0.8,0,70.7,181.2,1014.4,0.8999999999999773,61.8,-0.5999999999999943
2024-07-01 00:12:00,loc_6,0.9,52.6,1010.8,12.5,0.6,9.1,24.9,0.0,0.0,1.8,0,71.6,182.1,1010.5,-0.2999999999999545,52.7,-0.10000000000000142
2024-07-01 00:12:00,loc_7,2.7,51.6,1014.6,7.3,0.4,8.7,19.1,0.0,0.0,1.7,0,74.3,184.8,1012.6,-2.0,62.3,-10.699999999999996
2024-07-01 00:12:00,loc_4,1.0,63.2,1012.5,18.0,0.3,9.0,21.9,0.0,0.0,1.4,0,75.3,185.8,1011.8,-0.7000000000000455,64.9,-1.7000000000000028
2024-07-01 00:12:00,loc_1,1.5,60.5,1012.1,7.5,0.7,6.8,16.5,0.0,0.0,1.8,0,76.8,187.3,1012.1,0.0,60.7,-0.20000000000000284
2024-07-01 00:12:00,loc_2,1.3,61.4,1009.7,13.8,0.5,9.4,20.0,0.0,0.0,1.5,0,78.1,188.6,1014.3,4.599999999999909,61.0,0.3999999999999986
2024-07-01 00:13:00,loc_1,2.5,61.5,1012.1,8.5,0.1,6.8,19.1,0.0,0.0,1.9,0,63.1,191.1,1013.5,1.3999999999999773,63.0,-1.5
2024-07-01 00:13:00,loc_4,2.6,64.0,1012.6,5.2,0.1,9.2,24.6,0.0,0.0,1.8,0,65.7,193.7,1014.7,2.1000000000000227,61.4,2.6000000000000014
2024-07-01 00:13:00,loc_9,1.2,60.0,1014.5,16.2,0.5,8.8,23.3,0.0,0.0,1.6,0,66.9,194.9,1010.8,-3.7000000000000455,50.7,9.299999999999997
2024-07-01 00:13:00,loc_8,0.1,55.1,1010.5,15.8,0.4,6.4,18.0,0.0,0.0,1.6,0,67.0,195.0,1014.6,4.100000000000023,52.3,2.8000000000000043
2024-07-01 00:13:00,loc_7,1.7,50.4,1014.5,16.7,0.1,9.1,20.9,0.0,0.0,1.4,0,68.7,196.7,1009.8,-4.7000000000000455,63.1,-12.700000000000003
2024-07-01 00:13:00,loc_6,2.2,52.9,1010.7,14.3,1.0,9.1,27.1,0.0,0.0,2.1,0,70.9,198.9,1014.7,4.0,61.3,-8.399999999999999
2024-07-01 00:13:00,loc_2,2.6,63.0,1009.7,19.3,0.3,9.9,22.6,0.0,0.0,1.9,0,73.5,201.5,1010.6,0.8999999999999773,54.7,8.299999999999997
2024-07-01 00:13:00,loc_10,2.6,64.1,1011.8,5.9,0.3,9.0,21.8,0.0,0.0,1.6,0,76.10000000000001,204.1,1011.7,-0.09999999999990905,65.0,-0.9000000000000057
2024-07-01 00:13:00,loc_5,2.2,60.2,1013.4,15.4,0.1,5.4,14.4,0.0,0.0,1.0,0,78.3,206.3,1014.4,1.0,61.6,-1.3999999999999986
2024-07-01 00:13:00,loc_3,1.0,61.3,1014.8,8.1,0.2,6.2,16.0,0.0,0.0,1.5,0,79.3,207.3,1013.5,-1.2999999999999545,61.2,0.09999999999999432
2024-07-01 00:14:00,loc_6,1.3,54.4,1010.8,8.1,0.1,8.2,28.5,0.0,0.0,1.6,0,65.2,208.6,1010.8,0.0,52.6,1.7999999999999972
2024-07-01 00:14:00,loc_8,2.3,53.7,1010.4,17.3,0.6,7.0,20.3,0.0,0.0,1.1,0,67.5,210.9,1014.6,4.2000000000000455,51.6,2.1000000000000014
2024-07-01 00:14:00,loc_10,0.7,65.2,1011.8,6.4,0.9,7.9,22.5,0.0,0.0,1.9,0,68.2,211.6,1012.5,0.7000000000000455,63.2,2.0
2024-07-01 00:14:00,loc_3,1.9,60.4,1014.8,10.1,0.9,5.9,18.0,0.0,0.0,1.4,0,70.10000000000001,213.5,1012.1,-2.699999999999932,60.5,-0.10000000000000142
2024-07-01 00:14:00,loc_5,2.2,61.5,1013.5,15.3,0.8,7.3,16.6,0.0,0.0,1.0,0,72.3,215.7,1009.7,-3.7999999999999545,61.4,0.10000000000000142
2024-07-01 00:14:00,loc_4,0.3,63.0,1012.7,12.6,0.3,7.6,24.9,0.0,0.0,1.6,0,72.60000000000001,216.0,1012.1,-0.6000000000000227,61.5,1.5
2024-07-01 00:14:00,loc_9,1.0,61.5,1014.5,12.2,0.7,9.3,24.3,0.0,0.0,1.7,0,73.60000000000001,217.0,1012.6,-1.8999999999999773,64.0,-2.5
2024-07-01 00:14:00,loc_7,2.6,51.8,1014.6,17.1,0.1,9.9,23.5,0.0,0.0,1.3,0,76.2,219.6,1014.5,-0.10000000000002274,60.0,-8.200000000000003
2024-07-01 00:14:00,loc_2,0.6,61.0,1009.7,7.6,0.7,8.7,23.2,0.0,0.0,2.0,0,76.8,220.2,1010.5,0.7999999999999545,55.1,5.899999999999999
2024-07-01 00:14:00,loc_1,1.8,59.0,1012.1,18.0,0.6,7.4,20.9,0.0,0.0,1.8,0,78.60000000000001,222.0,1014.5,2.3999999999999773,50.4,8.600000000000001
2024-07-01 00:15:00,loc_3,2.3,58.9,1014.9,9.8,0.2,7.5,19.8,-0.3,-1.9,1.4,0,69.5,207.4,1010.7,-4.199999999999932,52.9,6.0
2024-07-01 00:15:00,loc_1,2.2,58.3,1012.1,15.8,0.6,8.8,22.6,-0.2,-3.9,1.5,0,71.7,209.6,1009.7,-2.3999999999999773,63.0,-4.700000000000003
2024-07-01 00:15:00,loc_8,2.6,53.4,1010.4,8.6,0.4,8.7,20.4,0.1,-3.2,1.5,0,74.3,212.2,1011.8,1.3999999999999773,64.1,-10.699999999999996
2024-07-01 00:15:00,loc_7,1.0,50.5,1014.4,12.9,0.7,10.4,23.6,0.0,-3.6,1.5,0,75.3,213.2,1013.4,-1.0,60.2,-9.700000000000003
2024-07-01 00:15:00,loc_4,1.4,62.2,1012.7,19.5,0.9,6.1,24.9,-0.2,-2.6,1.3,0,76.7,214.6,1014.8,2.099999999999909,61.3,0.9000000000000057
2024-07-01 00:15:00,loc_6,0.8,54.2,1010.7,15.7,1.0,8.1,26.3,-0.2,0.2,2.3,0,77.5,215.4,1010.8,0.09999999999990905,54.4,-0.19999999999999574
2024-07-01 00:15:00,loc_9,1.8,63.1,1014.4,11.3,0.4,8.5,23.4,0.0,3.8,1.3,0,79.3,217.2,1010.4,-4.0,53.7,9.399999999999999
2024-07-01 00:15:00,loc_10,2.4,64.2,1011.7,14.3,0.1,9.8,22.4,0.0,6.0,1.4,0,81.7,219.6,1011.8,0.09999999999990905,65.2,-1.0
2024-07-01 00:15:00,loc_2,0.3,62.9,1009.6,12.2,0.2,7.6,22.3,0.8,5.6,1.5,0,82.0,219.9,1014.8,5.199999999999932,60.4,2.5
