timestamp,location_id,rainfall_mm,humidity,pressure,radar_dbz,satellite_precip,rain_last_5min,rain_last_15min,pressure_drop_15min,humidity_change,forecast_30min,cloudburst
2024-07-01 00:23:00,loc_1,1.7,57.1,1012.1,8.3,0.3,7.8,27.0,0.1,-5.5,2.4,0
2024-07-01 00:24:00,loc_1,1.5,57.3,1012.0,11.4,0.4,6.9,27.3,0.2,-4.3,2.1,0
2024-07-01 00:25:00,loc_1,0.2,57.6,1011.9,13.7,0.9,5.3,26.7,0.2,-2.9,2.1,0
2024-07-01 00:26:00,loc_1,0.6,55.1,1011.8,5.6,0.0,4.1,26.6,0.3,-5.6,1.7,0
2024-07-01 00:27:00,loc_1,1.8,57.1,1011.9,17.5,0.3,5.9,27.0,0.3,-3.4,1.5,0
2024-07-01 00:28:00,loc_1,2.7,56.8,1012.0,16.1,0.1,6.8,27.1,0.2,-4.7,1.3,0
2024-07-01 00:29:00,loc_1,0.9,58.2,1012.0,13.8,0.7,6.3,26.2,0.1,-0.8,1.6,0
2024-07-01 00:30:00,loc_1,0.1,57.7,1012.0,18.4,0.3,6.1,24.1,0.0,-0.6,1.0,0
2024-07-01 00:31:00,loc_1,2.1,56.6,1012.0,20.3,0.4,7.6,23.5,0.1,-1.6,1.0,0
2024-07-01 00:32:00,loc_1,1.3,57.4,1011.9,12.0,0.0,7.1,21.9,0.2,-1.2,1.4,0
2024-07-01 00:33:00,loc_1,1.0,57.9,1011.9,19.5,0.1,5.4,20.0,0.2,-0.7,1.0,0
2024-07-01 00:34:00,loc_1,2.0,57.8,1011.8,14.9,0.6,6.4,19.5,0.4,-2.7,1.3,0
2024-07-01 00:35:00,loc_1,1.5,57.6,1011.9,6.0,1.0,7.8,19.3,0.3,-0.1,1.4,0
2024-07-01 00:36:00,loc_1,2.9,57.6,1011.8,11.2,1.0,8.6,20.3,0.3,1.1,1.8,0
2024-07-01 00:37:00,loc_1,2.9,58.1,1011.9,12.3,0.5,10.2,23.1,0.2,0.4,2.1,0
2024-07-01 00:38:00,loc_1,2.6,56.5,1011.9,7.1,0.9,11.8,24.0,0.1,-0.6,1.5,0
2024-07-01 00:39:00,loc_1,1.5,57.2,1011.9,13.7,0.9,11.4,24.0,0.1,-0.1,1.8,0
2024-07-01 00:40:00,loc_1,1.0,57.6,1011.9,11.5,0.9,10.9,24.8,-0.0,-0.1,2.3,0
2024-07-01 00:41:00,loc_1,1.4,56.9,1011.9,19.3,0.5,9.4,25.7,-0.1,1.8,1.4,0
2024-07-01 00:42:00,loc_1,0.5,55.7,1011.9,11.8,0.6,7.1,24.3,-0.0,-1.4,1.4,0
2024-07-01 00:43:00,loc_1,0.7,55.4,1011.9,15.7,0.1,5.2,22.3,0.1,-1.4,1.3,0
2024-07-01 00:44:00,loc_1,0.5,54.1,1011.9,11.8,0.6,4.1,21.9,0.2,-4.1,1.8,0
2024-07-01 00:45:00,loc_1,0.3,53.0,1011.9,8.3,0.3,3.4,22.1,0.2,-4.7,1.3,0
2024-07-01 00:46:00,loc_1,2.4,52.8,1011.7,12.8,0.6,4.4,22.4,0.3,-3.8,1.5,0
2024-07-01 00:47:00,loc_1,1.7,51.1,1011.6,7.0,0.3,5.7,22.9,0.2,-6.2,1.1,0
2024-07-01 00:48:00,loc_1,0.3,50.1,1011.7,18.4,0.8,5.3,22.3,0.1,-7.8,1.0,0
2024-07-01 00:49:00,loc_1,1.0,50.0,1011.8,8.3,0.1,5.7,21.3,0.1,-7.8,0.9,0
2024-07-01 00:50:00,loc_1,0.2,52.5,1011.7,17.1,0.2,5.7,20.0,0.1,-5.1,0.9,0
2024-07-01 00:51:00,loc_1,0.4,53.6,1011.9,7.4,0.1,3.7,17.5,-0.0,-4.0,0.7,0
2024-07-01 00:52:00,loc_1,2.1,53.5,1011.8,18.1,0.4,4.0,16.7,0.1,-4.6,1.1,0
2024-07-01 00:53:00,loc_1,1.2,54.0,1011.9,14.0,0.1,4.9,15.4,0.1,-2.6,1.1,0
2024-07-01 00:54:00,loc_1,0.5,53.7,1011.9,16.0,0.1,4.4,14.3,0.0,-3.5,0.9,0
2024-07-01 00:55:00,loc_1,2.4,52.7,1011.8,15.6,0.7,6.6,15.7,0.1,-4.9,1.2,0
2024-07-01 00:56:00,loc_1,1.4,53.5,1011.8,14.2,0.5,7.6,15.7,0.1,-3.4,1.3,0
2024-07-01 00:57:00,loc_1,1.8,53.9,1011.7,16.5,1.0,7.4,17.0,0.2,-1.8,1.0,0
2024-07-01 00:58:00,loc_1,1.7,53.1,1011.6,10.1,0.8,7.8,18.0,0.2,-2.2,1.2,0
2024-07-01 00:59:00,loc_1,0.7,53.8,1011.5,7.7,0.5,8.0,18.1,0.3,-0.4,1.0,0
2024-07-01 01:00:00,loc_1,0.5,52.6,1011.5,19.7,0.5,6.0,18.3,0.4,-0.4,1.0,0
2024-07-01 01:01:00,loc_1,1.7,50.6,1011.5,11.5,0.5,6.3,17.6,0.2,-2.2,1.7,0
2024-07-01 01:02:00,loc_1,2.0,50.0,1011.4,7.1,0.7,6.4,17.8,0.2,-1.1,1.0,0
2024-07-01 01:03:00,loc_1,2.0,50.7,1011.3,8.8,0.7,6.8,19.5,0.4,0.6,1.4,0
2024-07-01 01:04:00,loc_1,0.7,50.6,1011.3,13.5,0.4,6.8,19.2,0.5,0.6,1.5,0
2024-07-01 01:05:00,loc_1,1.6,51.1,1011.2,19.6,0.8,8.0,20.6,0.5,-1.4,1.2,0
2024-07-01 01:06:00,loc_1,1.9,50.0,1011.1,17.0,1.0,8.2,22.1,0.7,-3.6,1.2,0
2024-07-01 01:07:00,loc_1,2.0,52.1,1011.1,5.3,0.2,8.3,22.1,0.7,-1.5,1.4,0
2024-07-01 01:08:00,loc_1,1.6,50.0,1011.0,15.9,0.1,7.8,22.4,0.9,-4.0,1.5,0
2024-07-01 01:09:00,loc_1,1.9,51.9,1011.0,8.2,0.0,9.0,23.9,0.9,-1.8,1.6,0
2024-07-01 01:10:00,loc_1,2.2,52.5,1011.1,11.3,0.3,9.7,23.7,0.8,-0.2,1.5,0
2024-07-01 01:11:00,loc_1,2.9,52.9,1011.0,13.3,0.9,10.7,25.2,0.8,-0.6,1.7,0
2024-07-01 01:12:00,loc_1,2.8,51.9,1011.0,19.1,0.2,11.5,26.2,0.7,-2.0,2.5,0
2024-07-01 01:13:00,loc_1,2.6,52.7,1010.9,17.0,0.1,12.5,27.1,0.7,-0.4,2.0,0
2024-07-01 01:14:00,loc_1,1.6,53.4,1010.8,14.8,0.8,12.2,28.1,0.7,-0.4,2.5,0
2024-07-01 01:15:00,loc_1,3.0,53.5,1010.9,11.3,0.5,13.0,30.7,0.5,1.0,2.3,0
2024-07-01 01:16:00,loc_1,1.0,53.6,1010.9,8.4,0.1,11.1,30.0,0.7,3.0,2.1,0
2024-07-01 01:17:00,loc_1,1.2,56.1,1011.0,12.5,0.6,9.4,29.2,0.5,6.1,2.2,0
2024-07-01 01:18:00,loc_1,0.8,55.7,1011.1,10.7,0.0,7.6,27.9,0.3,5.0,2.0,0
2024-07-01 01:19:00,loc_1,2.5,53.7,1011.0,12.8,0.6,8.4,29.7,0.2,3.1,2.6,0
2024-07-01 01:20:00,loc_1,1.9,54.4,1011.0,10.7,0.3,7.3,30.0,0.3,3.3,2.0,0
2024-07-01 01:21:00,loc_1,1.5,54.3,1011.1,10.5,0.7,7.8,29.6,0.1,4.3,2.3,0
2024-07-01 01:22:00,loc_1,2.2,55.8,1011.0,16.6,0.1,8.8,29.7,0.0,3.7,1.8,0
2024-07-01 01:23:00,loc_1,2.6,56.1,1010.9,9.4,0.6,10.6,30.7,0.1,6.1,1.9,0
2024-07-01 01:24:00,loc_1,3.0,55.8,1010.9,18.8,0.1,11.1,31.7,0.1,3.9,1.6,0
2024-07-01 01:25:00,loc_1,0.1,57.8,1010.9,19.1,0.7,9.3,29.6,0.1,5.3,1.7,0
2024-07-01 01:26:00,loc_1,0.9,60.2,1010.9,11.4,0.2,8.7,27.5,0.1,7.3,1.7,0
2024-07-01 01:27:00,loc_1,1.3,62.9,1010.9,15.0,0.4,7.8,25.9,0.1,11.0,1.3,0
2024-07-01 01:28:00,loc_1,2.6,63.3,1011.0,8.0,0.9,7.8,26.0,-0.1,10.6,1.4,0
2024-07-01 01:29:00,loc_1,2.4,62.7,1010.9,6.4,0.7,7.2,26.7,-0.1,9.3,1.8,0
2024-07-01 01:30:00,loc_1,0.0,61.4,1010.9,12.5,0.6,7.2,23.7,0.0,7.8,1.5,0
2024-07-01 01:31:00,loc_1,0.3,61.0,1011.0,15.1,0.5,6.6,23.1,-0.1,7.4,1.1,0
2024-07-01 01:32:00,loc_1,1.6,62.0,1011.0,7.5,0.2,7.0,23.5,-0.1,5.9,1.2,0
2024-07-01 01:33:00,loc_1,2.2,63.3,1011.0,17.2,0.1,6.5,25.0,0.0,7.7,1.5,0
2024-07-01 01:34:00,loc_1,0.7,61.3,1011.1,8.4,1.0,4.9,23.2,-0.1,7.6,1.3,0
2024-07-01 01:35:00,loc_1,2.8,61.5,1011.1,15.6,0.1,7.7,24.1,-0.1,7.1,1.6,0
2024-07-01 01:36:00,loc_1,3.0,59.6,1011.2,14.1,0.4,10.4,25.7,-0.1,5.3,1.6,0
2024-07-01 01:37:00,loc_1,2.0,59.5,1011.2,7.4,0.7,10.7,25.5,-0.2,3.7,2.0,0
2024-07-01 01:38:00,loc_1,1.3,60.5,1011.2,14.1,0.1,9.8,24.2,-0.3,4.4,1.7,0
2024-07-01 01:39:00,loc_1,0.8,58.6,1011.1,12.9,0.4,9.9,22.0,-0.2,2.8,1.2,0
2024-07-01 01:40:00,loc_1,2.1,57.9,1011.1,16.9,0.5,9.1,24.0,-0.2,0.1,1.9,0
2024-07-01 01:41:00,loc_1,1.3,60.6,1011.1,12.1,0.1,7.4,24.4,-0.2,0.5,2.0,0
2024-07-01 01:42:00,loc_1,1.5,60.7,1011.1,5.9,0.3,6.9,24.6,-0.2,-2.2,1.9,0
2024-07-01 01:43:00,loc_1,2.1,62.8,1011.2,14.8,0.5,7.7,24.1,-0.2,-0.5,2.0,0
2024-07-01 01:44:00,loc_1,1.1,64.4,1011.1,15.2,1.0,8.1,22.8,-0.1,1.7,1.9,0
2024-07-01 01:45:00,loc_1,1.0,65.7,1011.1,16.5,0.7,7.0,23.8,-0.1,4.3,1.5,0
2024-07-01 01:46:00,loc_1,1.1,65.7,1011.1,10.7,0.2,6.7,24.5,-0.1,4.7,1.4,0
2024-07-01 01:47:00,loc_1,0.1,65.3,1011.1,11.3,0.6,5.3,23.0,-0.0,3.2,1.3,0
2024-07-01 01:48:00,loc_1,2.0,66.6,1011.0,18.9,0.0,5.3,22.8,0.1,3.2,1.1,0
2024-07-01 01:49:00,loc_1,0.9,66.4,1011.0,8.8,0.4,5.0,22.9,0.1,5.0,1.3,0
2024-07-01 01:50:00,loc_1,2.9,67.2,1011.1,13.6,0.1,7.0,23.0,-0.0,5.7,1.2,0
2024-07-01 01:51:00,loc_1,2.5,69.4,1011.1,8.7,0.7,8.4,22.5,0.1,9.8,1.6,0
2024-07-01 01:52:00,loc_1,2.2,71.1,1011.0,6.2,0.0,10.5,22.8,0.2,11.6,1.6,0
2024-07-01 01:53:00,loc_1,2.2,70.0,1011.0,16.0,0.7,10.7,23.7,0.2,9.5,1.3,0
2024-07-01 01:54:00,loc_1,0.6,68.4,1010.9,10.1,0.1,10.4,23.5,0.1,9.8,1.8,0
2024-07-01 01:55:00,loc_1,1.0,69.0,1011.0,15.0,0.6,8.5,22.4,0.1,11.1,1.4,0
2024-07-01 01:56:00,loc_1,0.3,69.7,1011.0,10.1,0.6,6.4,21.5,0.1,9.0,1.9,0
2024-07-01 01:57:00,loc_1,1.6,70.7,1010.9,15.9,0.1,5.8,21.6,0.1,10.0,1.4,0
2024-07-01 01:58:00,loc_1,1.7,70.8,1010.9,12.2,0.6,5.3,21.2,0.2,8.0,1.5,0
2024-07-01 01:59:00,loc_1,1.1,71.5,1011.0,16.8,0.8,5.8,21.2,0.1,7.1,1.7,0
2024-07-01 02:00:00,loc_1,0.5,72.3,1011.1,12.2,0.6,5.2,20.7,0.0,6.6,1.2,0
2024-07-01 02:01:00,loc_1,2.9,72.3,1011.1,11.6,0.3,7.7,22.5,-0.1,6.7,1.5,0
2024-07-01 02:02:00,loc_1,2.4,73.1,1011.0,19.6,0.0,8.5,24.8,0.0,7.9,1.2,0
2024-07-01 02:03:00,loc_1,1.6,75.2,1011.1,13.9,0.3,8.4,24.3,-0.1,8.6,1.3,0
2024-07-01 02:04:00,loc_1,2.5,75.2,1011.1,5.4,0.4,9.8,25.9,-0.1,8.8,1.5,0
2024-07-01 02:05:00,loc_1,2.9,76.3,1011.2,11.9,0.1,12.2,26.0,-0.1,9.1,1.4,0
2024-07-01 02:06:00,loc_1,1.2,76.4,1011.2,17.0,0.9,10.6,24.7,-0.1,7.0,1.8,0
2024-07-01 02:07:00,loc_1,1.4,76.1,1011.2,18.1,0.7,9.6,23.9,-0.2,5.0,1.9,0
2024-07-01 02:08:00,loc_1,2.2,74.1,1011.1,5.0,1.0,10.2,23.9,-0.2,4.1,1.9,0
2024-07-01 02:09:00,loc_1,2.1,74.8,1011.1,5.4,0.1,9.8,25.4,-0.2,6.3,1.6,0
2024-07-01 02:10:00,loc_1,1.9,75.8,1011.0,19.6,0.8,8.8,26.2,-0.0,6.8,2.4,0
2024-07-01 02:11:00,loc_1,2.8,75.6,1011.0,11.1,0.4,10.4,28.7,0.0,5.9,2.5,0
2024-07-01 02:12:00,loc_1,2.6,77.7,1011.1,9.1,0.8,11.5,29.6,-0.1,7.0,1.9,0
2024-07-01 02:13:00,loc_1,0.1,76.4,1011.0,16.1,0.8,9.4,28.0,-0.1,5.6,2.0,0
2024-07-01 02:14:00,loc_1,2.1,76.9,1011.0,16.6,0.2,9.4,29.0,-0.1,5.4,1.6,0
2024-07-01 02:15:00,loc_1,1.7,77.9,1011.0,8.1,0.3,9.2,30.3,0.1,5.6,1.9,0
2024-07-01 02:16:00,loc_1,1.0,76.4,1011.0,18.5,1.0,7.4,28.3,0.1,4.1,1.7,0
2024-07-01 02:17:00,loc_1,1.9,76.1,1011.0,6.5,0.6,6.7,27.8,-0.0,3.0,1.9,0
2024-07-01 02:18:00,loc_1,0.8,78.0,1011.0,6.4,0.1,7.4,27.0,0.0,2.8,1.5,0
2024-07-01 02:19:00,loc_1,0.4,77.1,1011.0,16.2,1.0,5.7,24.9,0.1,2.0,1.3,0
2024-07-01 02:20:00,loc_1,1.6,76.5,1011.0,10.2,0.3,5.6,23.6,0.2,0.3,1.5,0
2024-07-01 02:21:00,loc_1,2.6,77.2,1010.9,17.3,0.5,7.2,25.0,0.3,0.8,1.5,0
2024-07-01 02:22:00,loc_1,1.7,74.8,1010.9,14.6,0.9,7.1,25.3,0.3,-1.3,1.5,0
2024-07-01 02:23:00,loc_1,1.3,76.8,1010.8,12.3,0.0,7.6,24.4,0.3,2.7,1.5,0
2024-07-01 02:24:00,loc_1,2.8,77.5,1011.0,5.5,0.4,10.1,25.1,0.2,2.7,1.4,0
2024-07-01 02:25:00,loc_1,1.8,77.6,1010.9,7.3,0.2,10.2,25.0,0.1,1.7,1.9,0
2024-07-01 02:26:00,loc_1,1.7,76.6,1010.9,12.2,0.2,9.3,23.9,0.1,1.0,1.8,0
2024-07-01 02:27:00,loc_1,2.4,75.8,1010.8,17.1,0.2,10.0,23.7,0.3,-1.9,1.6,0
2024-07-01 02:28:00,loc_1,0.6,75.5,1010.9,16.6,0.0,9.3,24.3,0.1,-0.9,1.5,0
2024-07-01 02:29:00,loc_1,2.4,77.5,1010.9,13.1,0.3,8.9,24.6,0.2,0.6,2.2,0
2024-07-01 02:30:00,loc_1,2.5,76.0,1010.9,18.3,0.3,9.6,25.4,0.1,-1.9,2.0,0
2024-07-01 02:31:00,loc_1,0.2,78.5,1011.0,12.7,0.9,8.1,24.7,0.0,2.1,2.0,0
2024-07-01 02:32:00,loc_1,1.7,78.0,1011.1,18.7,0.1,7.5,24.5,-0.1,1.9,1.8,0
2024-07-01 02:33:00,loc_1,1.3,77.9,1011.1,17.0,0.3,8.1,25.1,-0.1,-0.1,1.5,0
2024-07-01 02:34:00,loc_1,2.0,78.6,1011.0,17.8,0.5,7.8,26.8,0.0,1.5,1.6,0
2024-07-01 02:35:00,loc_1,0.7,79.6,1011.0,14.2,0.7,6.0,25.8,0.1,3.0,1.8,0
2024-07-01 02:36:00,loc_1,2.4,79.5,1010.9,18.6,0.7,8.1,25.6,-0.0,2.3,1.6,0
2024-07-01 02:37:00,loc_1,1.3,77.2,1011.0,19.0,0.3,7.8,25.2,-0.1,2.4,1.3,0
2024-07-01 02:38:00,loc_1,2.5,75.5,1011.1,6.2,0.7,8.9,26.4,-0.2,-1.2,1.6,0
2024-07-01 02:39:00,loc_1,2.2,74.5,1011.1,17.4,0.6,9.1,25.8,-0.1,-2.9,1.7,0
2024-07-01 02:40:00,loc_1,2.5,73.8,1011.1,17.6,0.6,11.0,26.5,-0.2,-3.8,2.0,0
2024-07-01 02:41:00,loc_1,0.9,73.8,1011.1,14.1,0.9,9.5,25.8,-0.2,-2.8,1.6,0
2024-07-01 02:42:00,loc_1,1.5,74.6,1011.2,13.8,0.7,9.6,24.9,-0.4,-1.1,1.6,0
2024-07-01 02:43:00,loc_1,2.9,73.4,1011.2,7.4,0.6,10.0,27.1,-0.2,-2.1,1.5,0
2024-07-01 02:44:00,loc_1,2.4,72.8,1011.2,9.0,0.9,10.2,27.1,-0.3,-4.7,2.1,0
2024-07-01 02:45:00,loc_1,3.0,72.2,1011.2,11.0,0.4,10.6,27.6,-0.2,-3.9,2.7,0
2024-07-01 02:46:00,loc_1,5.0,88.3,1010.8,20.8,2.7,14.7,32.3,0.2,9.7,2.5,0
2024-07-01 02:47:00,loc_1,18.5,80.4,1010.6,31.3,1.8,31.7,49.1,0.5,2.4,3.3,0
2024-07-01 02:48:00,loc_1,7.4,75.3,1010.2,31.3,2.1,36.2,55.2,0.9,-2.6,4.2,0
2024-07-01 02:49:00,loc_1,11.1,91.9,1009.8,23.6,1.9,44.9,64.2,1.2,13.3,4.6,0
2024-07-01 02:50:00,loc_1,17.9,85.3,1009.6,26.2,1.9,59.9,81.5,1.4,5.7,6.1,0
2024-07-01 02:51:00,loc_1,10.8,83.7,1009.3,22.3,2.3,65.7,89.9,1.6,4.2,6.9,0
2024-07-01 02:52:00,loc_1,10.8,90.5,1009.0,21.6,2.7,58.0,99.3,2.0,13.2,8.5,0
2024-07-01 02:53:00,loc_1,8.4,95.3,1008.7,21.9,1.2,59.0,105.2,2.4,19.7,8.2,0
2024-07-01 02:54:00,loc_1,6.9,91.9,1008.4,25.2,2.0,54.8,109.9,2.7,17.4,7.8,0
2024-07-01 02:55:00,loc_1,19.5,88.8,1008.0,27.0,2.1,56.4,126.9,3.1,15.0,11.8,0
2024-07-01 02:56:00,loc_1,12.5,87.1,1007.8,32.1,2.1,58.1,138.5,3.3,13.3,11.6,0
2024-07-01 02:57:00,loc_1,16.1,76.8,1007.6,32.1,2.0,63.4,153.1,3.5,2.2,10.5,0
2024-07-01 02:58:00,loc_1,14.0,78.0,1007.4,20.5,2.4,69.0,164.2,3.8,4.6,16.6,0
2024-07-01 02:59:00,loc_1,12.7,72.4,1007.0,27.3,1.6,74.8,174.6,4.2,-0.4,14.7,0
2024-07-01 03:00:00,loc_1,15.9,93.0,1006.7,27.1,2.2,71.2,187.5,4.5,20.8,10.5,0
2024-07-01 03:01:00,loc_1,9.6,75.5,1006.5,24.1,1.1,68.2,192.1,4.3,-12.8,11.0,0
2024-07-01 03:02:00,loc_1,13.0,85.9,1006.2,32.8,1.6,65.1,186.5,4.4,5.5,14.1,0
2024-07-01 03:03:00,loc_1,4.9,72.0,1005.9,29.8,1.2,56.1,184.1,4.3,-3.3,12.4,0
2024-07-01 03:04:00,loc_1,10.9,88.2,1005.7,30.4,1.1,54.3,184.0,4.1,-3.7,9.5,0
2024-07-01 03:05:00,loc_1,18.0,86.3,1005.6,32.8,1.5,56.4,184.0,4.0,1.1,14.3,0
2024-07-01 03:06:00,loc_1,9.5,73.9,1005.4,19.9,2.1,56.3,182.7,3.9,-9.8,12.7,0
2024-07-01 03:07:00,loc_1,7.8,88.3,1004.9,26.8,2.6,51.2,179.7,4.0,-2.2,10.3,0
2024-07-01 03:08:00,loc_1,13.4,73.8,1004.5,31.0,1.8,59.6,184.7,4.2,-21.5,10.2,0
2024-07-01 03:09:00,loc_1,7.9,89.5,1004.1,29.3,2.7,56.5,185.7,4.3,-2.4,13.8,0
2024-07-01 03:10:00,loc_1,7.0,84.0,1004.0,29.0,2.8,45.6,173.2,4.0,-4.9,7.8,0
2024-07-01 03:11:00,loc_1,13.4,94.0,1004.0,29.9,1.2,49.5,174.1,3.9,6.9,12.3,0
2024-07-01 03:12:00,loc_1,9.0,81.7,1004.0,35.0,1.2,50.7,167.0,3.6,4.8,11.3,0
2024-07-01 03:13:00,loc_1,5.1,91.2,1004.0,28.5,1.8,42.4,158.1,3.3,13.3,12.0,0
2024-07-01 03:14:00,loc_1,5.6,79.0,1004.0,21.9,2.5,40.2,151.1,2.9,6.6,7.3,0
2024-07-01 03:15:00,loc_1,15.0,90.1,1004.0,28.5,1.2,48.2,150.2,2.6,-2.9,10.0,0
2024-07-01 03:16:00,loc_1,16.1,77.3,1004.0,24.3,2.4,50.9,156.8,2.5,1.9,8.6,0
2024-07-01 03:17:00,loc_1,6.9,90.8,1004.0,21.0,1.7,48.8,150.8,2.2,4.9,10.3,0
2024-07-01 03:18:00,loc_1,14.7,84.6,1004.0,30.3,2.1,58.4,160.5,1.9,12.6,8.7,0
2024-07-01 03:19:00,loc_1,7.3,91.6,1004.0,34.1,2.3,60.1,156.8,1.7,3.4,9.0,0
2024-07-01 03:20:00,loc_1,14.8,86.4,1004.0,32.0,1.4,59.9,153.6,1.6,0.0,10.8,0
2024-07-01 03:21:00,loc_1,13.0,92.3,1004.0,29.7,2.6,56.7,157.2,1.4,18.4,12.0,0
2024-07-01 03:22:00,loc_1,18.9,83.0,1004.0,21.1,1.9,68.7,168.3,1.0,-5.3,13.4,0
2024-07-01 03:23:00,loc_1,16.5,83.6,1004.0,27.1,2.1,70.5,171.4,0.5,9.9,15.5,0
2024-07-01 03:24:00,loc_1,10.9,87.4,1004.0,29.3,2.0,74.1,174.4,0.1,-2.1,14.7,0
2024-07-01 03:25:00,loc_1,8.2,70.7,1004.0,32.9,2.5,67.4,175.5,-0.0,-13.2,13.0,0
2024-07-01 03:26:00,loc_1,16.7,78.3,1004.0,27.0,2.6,71.1,178.8,-0.1,-15.7,13.9,0
2024-07-01 03:27:00,loc_1,13.3,90.7,1004.0,31.9,1.3,65.5,183.0,0.1,9.1,14.0,0
2024-07-01 03:28:00,loc_1,18.5,73.8,1004.0,33.9,1.9,67.5,196.5,0.0,-17.4,11.2,0
2024-07-01 03:29:00,loc_1,9.1,86.2,1004.0,26.2,2.2,65.8,200.0,-0.0,7.3,12.1,0
2024-07-01 03:30:00,loc_1,16.2,75.6,1004.0,22.3,2.4,73.8,201.1,0.0,-14.5,14.0,0
2024-07-01 03:31:00,loc_1,7.2,81.4,1004.0,32.7,1.8,64.4,192.2,-0.0,4.1,11.7,0
2024-07-01 03:32:00,loc_1,1.8,81.5,1008.0,18.4,0.5,52.9,187.1,-4.0,-9.3,11.9,0
2024-07-01 03:33:00,loc_1,0.1,80.9,1008.0,10.7,0.6,34.5,172.5,-4.0,-3.8,8.5,0
2024-07-01 03:34:00,loc_1,2.7,78.9,1008.0,9.8,0.8,28.1,167.9,-4.0,-12.7,10.1,0
2024-07-01 03:35:00,loc_1,1.0,80.2,1008.0,8.2,0.8,12.9,154.2,-4.0,-6.2,6.7,0
2024-07-01 03:36:00,loc_1,1.8,80.2,1008.0,19.4,0.6,7.5,143.0,-4.0,-12.1,8.5,0
2024-07-01 03:37:00,loc_1,0.3,80.5,1008.0,6.5,0.8,5.9,124.3,-4.0,-2.4,5.8,0
2024-07-01 03:38:00,loc_1,2.0,80.0,1008.0,9.2,0.5,7.8,109.8,-4.0,-3.6,3.8,0
2024-07-01 03:39:00,loc_1,0.3,80.1,1008.0,15.6,0.5,5.4,99.3,-4.0,-7.3,4.1,0
2024-07-01 03:40:00,loc_1,2.7,81.4,1008.0,14.2,0.4,7.1,93.8,-4.0,10.6,2.5,0
2024-07-01 03:41:00,loc_1,0.5,81.0,1008.0,11.2,0.2,5.8,77.6,-4.0,2.7,1.2,0
2024-07-01 03:42:00,loc_1,2.1,79.7,1008.0,11.0,1.0,7.6,66.4,-4.0,-11.0,1.5,0
2024-07-01 03:43:00,loc_1,2.8,78.7,1008.0,19.3,0.1,8.3,50.6,-4.0,4.9,1.4,0
